TITLE = "0D Field KB"
VARIABLES = N ,"KB_Ha100Rem10Re10000"
ZONE DATAPACKING = POINT
    0.200000000000E+001    0.799992000074E-009
    0.520000000000E+002    0.540524274496E-006
    0.102000000000E+003    0.207869963314E-005
    0.152000000000E+003    0.461382874298E-005
    0.202000000000E+003    0.814441596971E-005
    0.252000000000E+003    0.126689669840E-004
    0.302000000000E+003    0.181859873844E-004
    0.352000000000E+003    0.246939796329E-004
    0.402000000000E+003    0.321914381291E-004
    0.452000000000E+003    0.406768429006E-004
    0.502000000000E+003    0.501486527396E-004
    0.552000000000E+003    0.606052986017E-004
    0.602000000000E+003    0.720451778606E-004
    0.652000000000E+003    0.844666497357E-004
    0.702000000000E+003    0.978680319903E-004
    0.752000000000E+003    0.112247598840E-003
    0.802000000000E+003    0.127603579933E-003
    0.852000000000E+003    0.143934160217E-003
    0.902000000000E+003    0.161237480531E-003
    0.952000000000E+003    0.179511638733E-003
    0.100200000000E+004    0.198754691237E-003
    0.105200000000E+004    0.218964654830E-003
    0.110200000000E+004    0.240139508676E-003
    0.115200000000E+004    0.262277196426E-003
    0.120200000000E+004    0.285375628375E-003
    0.125200000000E+004    0.309432683622E-003
    0.130200000000E+004    0.334446212205E-003
    0.135200000000E+004    0.360414037170E-003
    0.140200000000E+004    0.387333956575E-003
    0.145200000000E+004    0.415203745410E-003
    0.150200000000E+004    0.444021157423E-003
    0.155200000000E+004    0.473783926854E-003
    0.160200000000E+004    0.504489770074E-003
    0.165200000000E+004    0.536136387130E-003
    0.170200000000E+004    0.568721463192E-003
    0.175200000000E+004    0.602242669916E-003
    0.180200000000E+004    0.636697666719E-003
    0.185200000000E+004    0.672084101971E-003
    0.190200000000E+004    0.708399614109E-003
    0.195200000000E+004    0.745641832675E-003
    0.200200000000E+004    0.783808379289E-003
    0.205200000000E+004    0.822896868553E-003
    0.210200000000E+004    0.862904908893E-003
    0.215200000000E+004    0.903830103346E-003
    0.220200000000E+004    0.945670050290E-003
    0.225200000000E+004    0.988422344127E-003
    0.230200000000E+004    0.103208457592E-002
    0.235200000000E+004    0.107665433398E-002
    0.240200000000E+004    0.112212920441E-002
    0.245200000000E+004    0.116850677163E-002
    0.250200000000E+004    0.121578461886E-002
    0.255200000000E+004    0.126396032854E-002
    0.260200000000E+004    0.131303148274E-002
    0.265200000000E+004    0.136299566360E-002
    0.270200000000E+004    0.141385045360E-002
    0.275200000000E+004    0.146559343597E-002
    0.280200000000E+004    0.151822219498E-002
    0.285200000000E+004    0.157173431618E-002
    0.290200000000E+004    0.162612738675E-002
    0.295200000000E+004    0.168139899569E-002
    0.300200000000E+004    0.173754673406E-002
    0.305200000000E+004    0.179456819522E-002
    0.310200000000E+004    0.185246097502E-002
    0.315200000000E+004    0.191122267199E-002
    0.320200000000E+004    0.197085088748E-002
    0.325200000000E+004    0.203134322589E-002
    0.330200000000E+004    0.209269729476E-002
    0.335200000000E+004    0.215491070492E-002
    0.340200000000E+004    0.221798107067E-002
    0.345200000000E+004    0.228190600983E-002
    0.350200000000E+004    0.234668314387E-002
    0.355200000000E+004    0.241231009807E-002
    0.360200000000E+004    0.247878450154E-002
    0.365200000000E+004    0.254610398735E-002
    0.370200000000E+004    0.261426619259E-002
    0.375200000000E+004    0.268326875849E-002
    0.380200000000E+004    0.275310933042E-002
    0.385200000000E+004    0.282378555803E-002
